student_id,test_name,test_code,first_score,2,last_score,n_attempt,n_attempt_pass,ever_pass,state_passing_score,first_test_date,last_test_date,total_tests,average_first_score,first_standard_deviation,first_z_score,average_last_score,last_standard_deviation,last_z_score,first_score_cutoff,last_score_cutoff,average_z_score
171248,5005 Elem Ed: MS Science Subtest,5005,161,NA,161,1,1,1,159,2015-10-16T00:00:00Z,2015-10-16,1634,171.3733170134639,15.511729884380829,-0.67,174.2607099143207,12.609761515288184,-1.05,2,2,-0.8600000000000001
198268,5038 English Language Arts: Content Knowledge,5038,184,NA,184,1,1,1,167,2015-10-16T00:00:00Z,2015-10-16,421,178.57007125890738,10.499567213060581,0.52,180.083135391924,8.162937476248926,0.48,17,17,0.5
247418,5005 Elem Ed: MS Science Subtest,5005,175,NA,175,1,1,1,159,2015-10-16T00:00:00Z,2015-10-16,1634,171.3733170134639,15.511729884380829,0.23,174.2607099143207,12.609761515288184,0.06,16,16,0.14500000000000002
247418,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,167,NA,167,1,1,1,157,2015-10-16T00:00:00Z,2015-10-16,1603,172.01933873986275,12.700634537881724,-0.4,173.50467872738616,10.533838077247452,-0.62,10,10,-0.51
247418,5003 Elem Ed: MS Mathematics Subtest,5003,175,NA,175,1,1,1,157,2015-10-16T00:00:00Z,2015-10-16,1642,174.9086479902558,18.966057388000678,0,177.66565164433618,15.800775263740926,-0.17,18,18,-0.085
247418,5004 Elem Ed: MS Social Studies Subtest,5004,171,NA,171,1,1,1,155,2015-10-16T00:00:00Z,2015-10-16,1609,166.71348663766315,15.84189839048353,0.27,169.9372280919826,12.885562614949626,0.08,16,16,0.17500000000000002
254647,5005 Elem Ed: MS Science Subtest,5005,168,NA,168,1,1,1,159,2015-10-16T00:00:00Z,2015-10-16,1634,171.3733170134639,15.511729884380829,-0.22,174.2607099143207,12.609761515288184,-0.5,9,9,-0.36
254647,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,172,NA,172,1,1,1,157,2015-10-16T00:00:00Z,2015-10-16,1603,172.01933873986275,12.700634537881724,-0,173.50467872738616,10.533838077247452,-0.14,15,15,-0.07
254647,5004 Elem Ed: MS Social Studies Subtest,5004,176,NA,176,1,1,1,155,2015-10-16T00:00:00Z,2015-10-16,1609,166.71348663766315,15.84189839048353,0.59,169.9372280919826,12.885562614949626,0.47,21,21,0.53
254647,5003 Elem Ed: MS Mathematics Subtest,5003,168,NA,168,1,1,1,157,2015-10-16T00:00:00Z,2015-10-16,1642,174.9086479902558,18.966057388000678,-0.36,177.66565164433618,15.800775263740926,-0.61,11,11,-0.485
256330,5622 Principles of Learn & Teaching: Grades K-6,5622,167,NA,167,1,1,1,154,2015-10-16T00:00:00Z,2015-10-16,394,174.98223350253807,10.143107768447265,-0.79,175.37563451776649,9.374645858128162,-0.89,13,13,-0.8400000000000001
283646,5543 Special Ed: Core Know Mild to Moderate App,5543,179,NA,179,1,1,1,153,2015-10-16T00:00:00Z,2015-10-16,195,172.1179487179487,8.009107953045843,0.86,172.1179487179487,8.009107953045843,0.86,26,26,0.86
283973,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,167,NA,167,1,1,1,157,2015-10-16T00:00:00Z,2015-10-16,1603,172.01933873986275,12.700634537881724,-0.4,173.50467872738616,10.533838077247452,-0.62,10,10,-0.51
283973,5004 Elem Ed: MS Social Studies Subtest,5004,166,NA,166,1,1,1,155,2015-10-16T00:00:00Z,2015-10-16,1609,166.71348663766315,15.84189839048353,-0.05,169.9372280919826,12.885562614949626,-0.31,11,11,-0.18
283973,5005 Elem Ed: MS Science Subtest,5005,161,NA,161,1,1,1,159,2015-10-16T00:00:00Z,2015-10-16,1634,171.3733170134639,15.511729884380829,-0.67,174.2607099143207,12.609761515288184,-1.05,2,2,-0.8600000000000001
283973,5003 Elem Ed: MS Mathematics Subtest,5003,162,NA,162,1,1,1,157,2015-10-16T00:00:00Z,2015-10-16,1642,174.9086479902558,18.966057388000678,-0.68,177.66565164433618,15.800775263740926,-0.99,5,5,-0.835
132605,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,186,NA,186,1,1,1,157,2015-10-17T00:00:00Z,2015-10-17,1603,172.01933873986275,12.700634537881724,1.1,173.50467872738616,10.533838077247452,1.19,29,29,1.145
132605,5003 Elem Ed: MS Mathematics Subtest,5003,168,NA,168,1,1,1,157,2015-10-17T00:00:00Z,2015-10-17,1642,174.9086479902558,18.966057388000678,-0.36,177.66565164433618,15.800775263740926,-0.61,11,11,-0.485
132605,5005 Elem Ed: MS Science Subtest,5005,175,NA,175,1,1,1,159,2015-10-17T00:00:00Z,2015-10-17,1634,171.3733170134639,15.511729884380829,0.23,174.2607099143207,12.609761515288184,0.06,16,16,0.14500000000000002
132605,5004 Elem Ed: MS Social Studies Subtest,5004,149,173,173,2,1,1,155,2015-10-17T00:00:00Z,2015-11-14,1609,166.71348663766315,15.84189839048353,-1.12,169.9372280919826,12.885562614949626,0.24,-6,18,-0.44000000000000006
252023,5005 Elem Ed: MS Science Subtest,5005,153,183,183,2,1,1,159,2015-10-17T00:00:00Z,2015-12-03,1634,171.3733170134639,15.511729884380829,-1.18,174.2607099143207,12.609761515288184,0.69,-6,24,-0.245
252023,5003 Elem Ed: MS Mathematics Subtest,5003,192,NA,192,1,1,1,157,2015-10-17T00:00:00Z,2015-10-17,1642,174.9086479902558,18.966057388000678,0.9,177.66565164433618,15.800775263740926,0.91,35,35,0.905
252023,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,164,NA,164,1,1,1,157,2015-10-17T00:00:00Z,2015-10-17,1603,172.01933873986275,12.700634537881724,-0.63,173.50467872738616,10.533838077247452,-0.9,7,7,-0.765
252023,5004 Elem Ed: MS Social Studies Subtest,5004,151,176,176,2,1,1,155,2015-10-17T00:00:00Z,2016-01-15,1609,166.71348663766315,15.84189839048353,-0.99,169.9372280919826,12.885562614949626,0.47,-4,21,-0.26
13698,5003 Elem Ed: MS Mathematics Subtest,5003,171,NA,171,1,1,1,157,2015-11-02T00:00:00Z,2015-11-02,1642,174.9086479902558,18.966057388000678,-0.21,177.66565164433618,15.800775263740926,-0.42,14,14,-0.315
13698,5005 Elem Ed: MS Science Subtest,5005,176,NA,176,1,1,1,159,2015-11-02T00:00:00Z,2015-11-02,1634,171.3733170134639,15.511729884380829,0.3,174.2607099143207,12.609761515288184,0.14,17,17,0.22
13698,5004 Elem Ed: MS Social Studies Subtest,5004,153,162,162,2,1,1,155,2015-11-02T00:00:00Z,2015-12-10,1609,166.71348663766315,15.84189839048353,-0.87,169.9372280919826,12.885562614949626,-0.62,-2,7,-0.745
13698,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,135,173,173,4,1,1,157,2015-11-02T00:00:00Z,2016-11-09,1603,172.01933873986275,12.700634537881724,-2.91,173.50467872738616,10.533838077247452,-0.05,-22,16,-1.48
70979,5161 Mathematics: Content Knowledge,5161,124,138,138,3,0,0,160,2015-11-02T00:00:00Z,2016-01-16,177,159.32203389830508,17.605307191136966,-2.01,167.36723163841808,13.595857061047967,-2.16,-36,-22,-2.085
163958,5038 English Language Arts: Content Knowledge,5038,186,NA,186,1,1,1,167,2015-11-02T00:00:00Z,2015-11-02,421,178.57007125890738,10.499567213060581,0.71,180.083135391924,8.162937476248926,0.72,19,19,0.715
204499,5361 English to Speakers of Other Languages,5361,140,NA,140,1,0,0,151,2015-11-02T00:00:00Z,2015-11-02,80,159.325,13.082769613483748,-1.48,161.775,11.290160384998405,-1.93,-11,-11,-1.705
66553,5047 Middle School English Language Arts,5047,173,NA,173,1,1,1,164,2015-11-03T00:00:00Z,2015-11-03,384,161.59895833333334,11.695912073259333,0.97,166.5546875,10.021237443653792,0.64,9,9,0.8049999999999999
302189,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,175,NA,175,1,1,1,157,2015-11-03T00:00:00Z,2015-11-03,1603,172.01933873986275,12.700634537881724,0.23,173.50467872738616,10.533838077247452,0.14,18,18,0.185
302189,5003 Elem Ed: MS Mathematics Subtest,5003,171,NA,171,1,1,1,157,2015-11-03T00:00:00Z,2015-11-03,1642,174.9086479902558,18.966057388000678,-0.21,177.66565164433618,15.800775263740926,-0.42,14,14,-0.315
302189,5005 Elem Ed: MS Science Subtest,5005,164,NA,164,1,1,1,159,2015-11-03T00:00:00Z,2015-11-03,1634,171.3733170134639,15.511729884380829,-0.48,174.2607099143207,12.609761515288184,-0.81,5,5,-0.645
302189,5004 Elem Ed: MS Social Studies Subtest,5004,163,NA,163,1,1,1,155,2015-11-03T00:00:00Z,2015-11-03,1609,166.71348663766315,15.84189839048353,-0.23,169.9372280919826,12.885562614949626,-0.54,8,8,-0.385
177945,5003 Elem Ed: MS Mathematics Subtest,5003,182,NA,182,1,1,1,157,2015-11-04T00:00:00Z,2015-11-04,1642,174.9086479902558,18.966057388000678,0.37,177.66565164433618,15.800775263740926,0.27,25,25,0.32
177945,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,170,NA,170,1,1,1,157,2015-11-04T00:00:00Z,2015-11-04,1603,172.01933873986275,12.700634537881724,-0.16,173.50467872738616,10.533838077247452,-0.33,13,13,-0.245
177945,5004 Elem Ed: MS Social Studies Subtest,5004,171,NA,171,1,1,1,155,2015-11-04T00:00:00Z,2015-11-04,1609,166.71348663766315,15.84189839048353,0.27,169.9372280919826,12.885562614949626,0.08,16,16,0.17500000000000002
177945,5005 Elem Ed: MS Science Subtest,5005,170,NA,170,1,1,1,159,2015-11-04T00:00:00Z,2015-11-04,1634,171.3733170134639,15.511729884380829,-0.09,174.2607099143207,12.609761515288184,-0.34,11,11,-0.21500000000000002
66553,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,183,NA,183,1,1,1,157,2015-11-05T00:00:00Z,2015-11-05,1603,172.01933873986275,12.700634537881724,0.86,173.50467872738616,10.533838077247452,0.9,26,26,0.88
66553,5004 Elem Ed: MS Social Studies Subtest,5004,171,NA,171,1,1,1,155,2015-11-05T00:00:00Z,2015-11-05,1609,166.71348663766315,15.84189839048353,0.27,169.9372280919826,12.885562614949626,0.08,16,16,0.17500000000000002
66553,5003 Elem Ed: MS Mathematics Subtest,5003,189,NA,189,1,1,1,157,2015-11-05T00:00:00Z,2015-11-05,1642,174.9086479902558,18.966057388000678,0.74,177.66565164433618,15.800775263740926,0.72,32,32,0.73
66553,5005 Elem Ed: MS Science Subtest,5005,170,NA,170,1,1,1,159,2015-11-05T00:00:00Z,2015-11-05,1634,171.3733170134639,15.511729884380829,-0.09,174.2607099143207,12.609761515288184,-0.34,11,11,-0.21500000000000002
76896,5941 World and US History: Content Knowledge,5941,164,NA,164,1,1,1,141,2015-11-05T00:00:00Z,2015-11-05,336,163.04761904761904,14.447148982312346,0.07,163.67261904761904,13.580713727890728,0.02,23,23,0.045000000000000005
117164,5941 World and US History: Content Knowledge,5941,179,NA,179,1,1,1,141,2015-11-10T00:00:00Z,2015-11-10,336,163.04761904761904,14.447148982312346,1.1,163.67261904761904,13.580713727890728,1.13,38,38,1.115
256990,5005 Elem Ed: MS Science Subtest,5005,179,NA,179,1,1,1,159,2015-11-10T00:00:00Z,2015-11-10,1634,171.3733170134639,15.511729884380829,0.49,174.2607099143207,12.609761515288184,0.38,20,20,0.435
256990,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,183,NA,183,1,1,1,157,2015-11-10T00:00:00Z,2015-11-10,1603,172.01933873986275,12.700634537881724,0.86,173.50467872738616,10.533838077247452,0.9,26,26,0.88
256990,5004 Elem Ed: MS Social Studies Subtest,5004,171,NA,171,1,1,1,155,2015-11-10T00:00:00Z,2015-11-10,1609,166.71348663766315,15.84189839048353,0.27,169.9372280919826,12.885562614949626,0.08,16,16,0.17500000000000002
256990,5003 Elem Ed: MS Mathematics Subtest,5003,182,NA,182,1,1,1,157,2015-11-10T00:00:00Z,2015-11-10,1642,174.9086479902558,18.966057388000678,0.37,177.66565164433618,15.800775263740926,0.27,25,25,0.32
24205,5941 World and US History: Content Knowledge,5941,184,NA,184,1,1,1,141,2015-11-11T00:00:00Z,2015-11-11,336,163.04761904761904,14.447148982312346,1.45,163.67261904761904,13.580713727890728,1.5,43,43,1.475
46303,5622 Principles of Learn & Teaching: Grades K-6,5622,182,NA,182,1,1,1,154,2015-11-11T00:00:00Z,2015-11-11,394,174.98223350253807,10.143107768447265,0.69,175.37563451776649,9.374645858128162,0.71,28,28,0.7
142560,5038 English Language Arts: Content Knowledge,5038,168,NA,168,1,1,1,167,2015-11-11T00:00:00Z,2015-11-11,421,178.57007125890738,10.499567213060581,-1.01,180.083135391924,8.162937476248926,-1.48,1,1,-1.245
144547,5265 Physics: Content Knowledge,5265,140,NA,140,1,1,1,129,2015-11-11T00:00:00Z,2015-11-11,20,147.85,19.966485076642545,-0.39,147.7,20.15753744358357,-0.38,11,11,-0.385
177129,5113 Music: Content Knowledge,5113,174,NA,174,1,1,1,148,2015-11-11T00:00:00Z,2015-11-11,181,169.88397790055248,10.181836642852366,0.4,170.13259668508286,9.558828868165694,0.4,26,26,0.4
182294,5038 English Language Arts: Content Knowledge,5038,186,NA,186,1,1,1,167,2015-11-11T00:00:00Z,2015-11-11,421,178.57007125890738,10.499567213060581,0.71,180.083135391924,8.162937476248926,0.72,19,19,0.715
186711,5361 English to Speakers of Other Languages,5361,162,NA,162,1,1,1,151,2015-11-11T00:00:00Z,2015-11-11,80,159.325,13.082769613483748,0.2,161.775,11.290160384998405,0.02,11,11,0.11
227567,5134 Art: Content Knowledge,5134,155,NA,155,1,1,1,151,2015-11-11T00:00:00Z,2015-11-11,234,165.42735042735043,12.14138189511497,-0.86,167.07692307692307,9.791959429137185,-1.23,4,4,-1.045
229584,5038 English Language Arts: Content Knowledge,5038,163,NA,163,1,0,0,167,2015-11-11T00:00:00Z,2015-11-11,421,178.57007125890738,10.499567213060581,-1.48,180.083135391924,8.162937476248926,-2.09,-4,-4,-1.785
237833,5134 Art: Content Knowledge,5134,171,NA,171,1,1,1,151,2015-11-11T00:00:00Z,2015-11-11,234,165.42735042735043,12.14138189511497,0.46,167.07692307692307,9.791959429137185,0.4,20,20,0.43000000000000005
246556,5038 English Language Arts: Content Knowledge,5038,180,NA,180,1,1,1,167,2015-11-11T00:00:00Z,2015-11-11,421,178.57007125890738,10.499567213060581,0.14,180.083135391924,8.162937476248926,-0.01,13,13,0.065
270756,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,164,NA,164,1,1,1,157,2015-11-11T00:00:00Z,2015-11-11,1603,172.01933873986275,12.700634537881724,-0.63,173.50467872738616,10.533838077247452,-0.9,7,7,-0.765
270756,5003 Elem Ed: MS Mathematics Subtest,5003,193,NA,193,1,1,1,157,2015-11-11T00:00:00Z,2015-11-11,1642,174.9086479902558,18.966057388000678,0.95,177.66565164433618,15.800775263740926,0.97,36,36,0.96
270756,5005 Elem Ed: MS Science Subtest,5005,164,NA,164,1,1,1,159,2015-11-11T00:00:00Z,2015-11-11,1634,171.3733170134639,15.511729884380829,-0.48,174.2607099143207,12.609761515288184,-0.81,5,5,-0.645
270756,5004 Elem Ed: MS Social Studies Subtest,5004,163,NA,163,1,1,1,155,2015-11-11T00:00:00Z,2015-11-11,1609,166.71348663766315,15.84189839048353,-0.23,169.9372280919826,12.885562614949626,-0.54,8,8,-0.385
282966,5161 Mathematics: Content Knowledge,5161,148,160,160,3,1,1,160,2015-11-11T00:00:00Z,2016-03-09,177,159.32203389830508,17.605307191136966,-0.64,167.36723163841808,13.595857061047967,-0.54,-12,0,-0.5900000000000001
11594,5265 Physics: Content Knowledge,5265,167,NA,167,1,1,1,129,2015-11-12T00:00:00Z,2015-11-12,20,147.85,19.966485076642545,0.96,147.7,20.15753744358357,0.96,38,38,0.96
17306,5622 Principles of Learn & Teaching: Grades K-6,5622,178,NA,178,1,1,1,154,2015-11-12T00:00:00Z,2015-11-12,394,174.98223350253807,10.143107768447265,0.3,175.37563451776649,9.374645858128162,0.28,24,24,0.29000000000000004
23387,5551 Health Education,5551,164,NA,164,1,1,1,155,2015-11-12T00:00:00Z,2015-11-12,32,167.8125,9.170209481548602,-0.42,168.21875,8.772149385339358,-0.48,9,9,-0.44999999999999996
29245,5161 Mathematics: Content Knowledge,5161,155,160,160,2,1,1,160,2015-11-12T00:00:00Z,2015-12-04,177,159.32203389830508,17.605307191136966,-0.25,167.36723163841808,13.595857061047967,-0.54,-5,0,-0.395
35006,5003 Elem Ed: MS Mathematics Subtest,5003,157,NA,157,1,1,1,157,2015-11-12T00:00:00Z,2015-11-12,1642,174.9086479902558,18.966057388000678,-0.94,177.66565164433618,15.800775263740926,-1.31,0,0,-1.125
35006,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,159,NA,159,1,1,1,157,2015-11-12T00:00:00Z,2015-11-12,1603,172.01933873986275,12.700634537881724,-1.03,173.50467872738616,10.533838077247452,-1.38,2,2,-1.205
35006,5004 Elem Ed: MS Social Studies Subtest,5004,147,NA,147,1,0,0,155,2015-11-12T00:00:00Z,2015-11-12,1609,166.71348663766315,15.84189839048353,-1.24,169.9372280919826,12.885562614949626,-1.78,-8,-8,-1.51
35006,5005 Elem Ed: MS Science Subtest,5005,161,NA,161,1,1,1,159,2015-11-12T00:00:00Z,2015-11-12,1634,171.3733170134639,15.511729884380829,-0.67,174.2607099143207,12.609761515288184,-1.05,2,2,-0.8600000000000001
140686,5004 Elem Ed: MS Social Studies Subtest,5004,160,NA,160,1,1,1,155,2015-11-12T00:00:00Z,2015-11-12,1609,166.71348663766315,15.84189839048353,-0.42,169.9372280919826,12.885562614949626,-0.77,5,5,-0.595
144547,5161 Mathematics: Content Knowledge,5161,148,171,171,2,1,1,160,2015-11-12T00:00:00Z,2015-12-12,177,159.32203389830508,17.605307191136966,-0.64,167.36723163841808,13.595857061047967,0.27,-12,11,-0.185
194282,5941 World and US History: Content Knowledge,5941,174,NA,174,1,1,1,141,2015-11-12T00:00:00Z,2015-11-12,336,163.04761904761904,14.447148982312346,0.76,163.67261904761904,13.580713727890728,0.76,33,33,0.76
227567,5038 English Language Arts: Content Knowledge,5038,175,NA,175,1,1,1,167,2015-11-12T00:00:00Z,2015-11-12,421,178.57007125890738,10.499567213060581,-0.34,180.083135391924,8.162937476248926,-0.62,8,8,-0.48
251181,5005 Elem Ed: MS Science Subtest,5005,170,NA,170,1,1,1,159,2015-11-12T00:00:00Z,2015-11-12,1634,171.3733170134639,15.511729884380829,-0.09,174.2607099143207,12.609761515288184,-0.34,11,11,-0.21500000000000002
251181,5004 Elem Ed: MS Social Studies Subtest,5004,145,155,155,2,1,1,155,2015-11-12T00:00:00Z,2016-02-05,1609,166.71348663766315,15.84189839048353,-1.37,169.9372280919826,12.885562614949626,-1.16,-10,0,-1.2650000000000001
251181,5003 Elem Ed: MS Mathematics Subtest,5003,193,NA,193,1,1,1,157,2015-11-12T00:00:00Z,2015-11-12,1642,174.9086479902558,18.966057388000678,0.95,177.66565164433618,15.800775263740926,0.97,36,36,0.96
251181,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,181,NA,181,1,1,1,157,2015-11-12T00:00:00Z,2015-11-12,1603,172.01933873986275,12.700634537881724,0.71,173.50467872738616,10.533838077247452,0.71,24,24,0.71
262835,5245 Chemistry: Content Knowledge,5245,178,NA,178,1,1,1,139,2015-11-12T00:00:00Z,2015-11-12,29,157,14.863666150333552,1.41,158.24137931034483,13.108490085256614,1.51,39,39,1.46
274139,5440 Middle School Science,5440,161,NA,161,1,1,1,150,2015-11-12T00:00:00Z,2015-11-12,145,153.42758620689656,17.466135817150334,0.43,159.19310344827585,14.20450659695138,0.13,11,11,0.28
277725,5025 Early Childhood Education,5025,153,163,163,2,1,1,156,2015-11-12T00:00:00Z,2016-06-08,266,175.22556390977442,11.300770747702412,-1.97,175.90977443609023,9.983729137757031,-1.29,-3,7,-1.63
282805,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,179,NA,179,1,1,1,157,2015-11-12T00:00:00Z,2015-11-12,1603,172.01933873986275,12.700634537881724,0.55,173.50467872738616,10.533838077247452,0.52,22,22,0.535
282805,5003 Elem Ed: MS Mathematics Subtest,5003,182,NA,182,1,1,1,157,2015-11-12T00:00:00Z,2015-11-12,1642,174.9086479902558,18.966057388000678,0.37,177.66565164433618,15.800775263740926,0.27,25,25,0.32
282805,5005 Elem Ed: MS Science Subtest,5005,176,NA,176,1,1,1,159,2015-11-12T00:00:00Z,2015-11-12,1634,171.3733170134639,15.511729884380829,0.3,174.2607099143207,12.609761515288184,0.14,17,17,0.22
282805,5004 Elem Ed: MS Social Studies Subtest,5004,171,NA,171,1,1,1,155,2015-11-12T00:00:00Z,2015-11-12,1609,166.71348663766315,15.84189839048353,0.27,169.9372280919826,12.885562614949626,0.08,16,16,0.17500000000000002
64505,5622 Principles of Learn & Teaching: Grades K-6,5622,180,NA,180,1,1,1,154,2015-11-13T00:00:00Z,2015-11-13,394,174.98223350253807,10.143107768447265,0.49,175.37563451776649,9.374645858128162,0.49,26,26,0.49
82924,5361 English to Speakers of Other Languages,5361,149,153,153,3,1,1,151,2015-11-13T00:00:00Z,2016-04-04,80,159.325,13.082769613483748,-0.79,161.775,11.290160384998405,-0.78,-2,2,-0.785
143934,5025 Early Childhood Education,5025,189,NA,189,1,1,1,156,2015-11-13T00:00:00Z,2015-11-13,266,175.22556390977442,11.300770747702412,1.22,175.90977443609023,9.983729137757031,1.31,33,33,1.2650000000000001
194153,5047 Middle School English Language Arts,5047,154,163,163,3,0,0,164,2015-11-13T00:00:00Z,2016-06-11,384,161.59895833333334,11.695912073259333,-0.65,166.5546875,10.021237443653792,-0.35,-10,-1,-0.5
214474,5005 Elem Ed: MS Science Subtest,5005,184,NA,184,1,1,1,159,2015-11-13T00:00:00Z,2015-11-13,1634,171.3733170134639,15.511729884380829,0.81,174.2607099143207,12.609761515288184,0.77,25,25,0.79
214474,5004 Elem Ed: MS Social Studies Subtest,5004,173,NA,173,1,1,1,155,2015-11-13T00:00:00Z,2015-11-13,1609,166.71348663766315,15.84189839048353,0.4,169.9372280919826,12.885562614949626,0.24,18,18,0.32
214474,5003 Elem Ed: MS Mathematics Subtest,5003,189,NA,189,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1642,174.9086479902558,18.966057388000678,0.74,177.66565164433618,15.800775263740926,0.72,32,32,0.73
214474,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,175,NA,175,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1603,172.01933873986275,12.700634537881724,0.23,173.50467872738616,10.533838077247452,0.14,18,18,0.185
246556,5361 English to Speakers of Other Languages,5361,169,NA,169,1,1,1,151,2015-11-13T00:00:00Z,2015-11-13,80,159.325,13.082769613483748,0.74,161.775,11.290160384998405,0.64,18,18,0.69
247491,5003 Elem Ed: MS Mathematics Subtest,5003,196,NA,196,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1642,174.9086479902558,18.966057388000678,1.11,177.66565164433618,15.800775263740926,1.16,39,39,1.135
247491,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,192,NA,192,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1603,172.01933873986275,12.700634537881724,1.57,173.50467872738616,10.533838077247452,1.76,35,35,1.665
247491,5004 Elem Ed: MS Social Studies Subtest,5004,186,NA,186,1,1,1,155,2015-11-13T00:00:00Z,2015-11-13,1609,166.71348663766315,15.84189839048353,1.22,169.9372280919826,12.885562614949626,1.25,31,31,1.2349999999999999
247491,5005 Elem Ed: MS Science Subtest,5005,193,NA,193,1,1,1,159,2015-11-13T00:00:00Z,2015-11-13,1634,171.3733170134639,15.511729884380829,1.39,174.2607099143207,12.609761515288184,1.49,34,34,1.44
250515,5134 Art: Content Knowledge,5134,186,NA,186,1,1,1,151,2015-11-13T00:00:00Z,2015-11-13,234,165.42735042735043,12.14138189511497,1.69,167.07692307692307,9.791959429137185,1.93,35,35,1.81
251186,5004 Elem Ed: MS Social Studies Subtest,5004,160,NA,160,1,1,1,155,2015-11-13T00:00:00Z,2015-11-13,1609,166.71348663766315,15.84189839048353,-0.42,169.9372280919826,12.885562614949626,-0.77,5,5,-0.595
251186,5005 Elem Ed: MS Science Subtest,5005,161,NA,161,1,1,1,159,2015-11-13T00:00:00Z,2015-11-13,1634,171.3733170134639,15.511729884380829,-0.67,174.2607099143207,12.609761515288184,-1.05,2,2,-0.8600000000000001
251186,5003 Elem Ed: MS Mathematics Subtest,5003,200,NA,200,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1642,174.9086479902558,18.966057388000678,1.32,177.66565164433618,15.800775263740926,1.41,43,43,1.365
251186,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,179,NA,179,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1603,172.01933873986275,12.700634537881724,0.55,173.50467872738616,10.533838077247452,0.52,22,22,0.535
255232,5025 Early Childhood Education,5025,167,NA,167,1,1,1,156,2015-11-13T00:00:00Z,2015-11-13,266,175.22556390977442,11.300770747702412,-0.73,175.90977443609023,9.983729137757031,-0.89,11,11,-0.81
257913,5025 Early Childhood Education,5025,190,NA,190,1,1,1,156,2015-11-13T00:00:00Z,2015-11-13,266,175.22556390977442,11.300770747702412,1.31,175.90977443609023,9.983729137757031,1.41,34,34,1.3599999999999999
269661,5134 Art: Content Knowledge,5134,165,NA,165,1,1,1,151,2015-11-13T00:00:00Z,2015-11-13,234,165.42735042735043,12.14138189511497,-0.04,167.07692307692307,9.791959429137185,-0.21,14,14,-0.125
270756,5089 Middle School Social Studies,5089,145,133,133,3,0,0,149,2015-11-13T00:00:00Z,2016-04-15,268,164.26492537313433,14.49036749643279,-1.33,165.69402985074626,12.812814051729589,-2.55,-4,-16,-1.94
276504,5004 Elem Ed: MS Social Studies Subtest,5004,173,NA,173,1,1,1,155,2015-11-13T00:00:00Z,2015-11-13,1609,166.71348663766315,15.84189839048353,0.4,169.9372280919826,12.885562614949626,0.24,18,18,0.32
276504,5005 Elem Ed: MS Science Subtest,5005,176,NA,176,1,1,1,159,2015-11-13T00:00:00Z,2015-11-13,1634,171.3733170134639,15.511729884380829,0.3,174.2607099143207,12.609761515288184,0.14,17,17,0.22
276504,5003 Elem Ed: MS Mathematics Subtest,5003,179,NA,179,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1642,174.9086479902558,18.966057388000678,0.22,177.66565164433618,15.800775263740926,0.08,22,22,0.15
276504,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,177,NA,177,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1603,172.01933873986275,12.700634537881724,0.39,173.50467872738616,10.533838077247452,0.33,20,20,0.36
283646,5004 Elem Ed: MS Social Studies Subtest,5004,176,NA,176,1,1,1,155,2015-11-13T00:00:00Z,2015-11-13,1609,166.71348663766315,15.84189839048353,0.59,169.9372280919826,12.885562614949626,0.47,21,21,0.53
283646,5005 Elem Ed: MS Science Subtest,5005,164,NA,164,1,1,1,159,2015-11-13T00:00:00Z,2015-11-13,1634,171.3733170134639,15.511729884380829,-0.48,174.2607099143207,12.609761515288184,-0.81,5,5,-0.645
283646,5003 Elem Ed: MS Mathematics Subtest,5003,193,NA,193,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1642,174.9086479902558,18.966057388000678,0.95,177.66565164433618,15.800775263740926,0.97,36,36,0.96
283646,5002 Elem Ed: MS Reading & Language Arts Subtest,5002,186,NA,186,1,1,1,157,2015-11-13T00:00:00Z,2015-11-13,1603,172.01933873986275,12.700634537881724,1.1,173.50467872738616,10.533838077247452,1.19,29,29,1.145
